0.2446,1.56944, 3.46544
0.2592,1.67027, 4.02155
0.2738,2.29525, 4.9785
0.2884,4.10257, 5.38829
0.303,5.0204, 3.9414
0.3176,5.01525, 3.3535
0.3322,5.12239, 3.09367
0.3468,5.34775, 2.98325
0.3614,6.19329, 2.9339
0.376,6.69283, 1.29348
0.3906,5.91832, 0.54532
0.4052,5.42, 0.329
0.4198,5.09261, 0.23886
0.4344,4.8601, 0.185
0.449,4.68425, 0.149
0.4636,4.54414, 0.13186
0.4782,4.43286, 0.09141
0.4928,4.33828, 0.07618
0.5074,4.25876, 0.07098
0.522,4.19136, 0.05527
0.5366,4.13204, 0.0464
0.5512,4.08051, 0.03763
0.5658,4.0351, 0.03286
0.5804,3.99441, 0.02756
0.595,3.95851, 0.02758
0.6096,3.9271, 0.0247
0.6242,3.89713, 0.022
0.6388,3.87055, 0.01805
0.6534,3.84584, 0.016
0.668,3.82386, 0.01481
0.6826,3.80334, 0.013
0.6972,3.78621, 0.01291
0.7118,3.76899, 0.0111
0.7264,3.75507, 0.01034
0.741,3.74197, 0.00966
0.7556,3.72835, 0.009
0.7702,3.71743, 0.008
0.7848,3.70492, 0.007
0.7994,3.69298, 0.00655
0.814,3.68212, 0.006
0.8286,3.67207, 0.00993
0.8432,3.66525, 0.00943
0.8578,3.65844, 0.00894
0.8724,3.65163, 0.00844
0.887,3.64482, 0.00794
0.9016,3.63801, 0.00744
0.9162,3.63119, 0.00695
0.9308,3.62438, 0.00645
0.9454,3.61757, 0.00595
0.96,3.61076, 0.00545
0.9746,3.60394, 0.00496
0.9892,3.59713, 0.00446
1.004,3.59023, 0.00395
1.018,3.58369, 0.00348
1.033,3.57669, 0.00297
1.048,3.5697, 0.00245
1.062,3.56316, 0.00198
1.077,3.55616, 0.00147
1.091,3.54963, 0.00099
1.106,3.54263, 0.00048
1.121,3.53582, 0.0
1.135,3.53198, 0.0
1.15,3.52841, 0.0
1.164,3.52586, 0.0
1.179,3.52312, 0.0
1.194,3.52039, 0.0
1.208,3.51843, 0.0
1.223,3.51681, 0.0
1.237,3.5153, 0.0
1.252,3.51368, 0.0
1.267,3.51205, 0.0
1.281,3.51054, 0.0
1.296,3.50892, 0.0
1.31,3.5074, 0.0
1.325,3.50578, 0.0
1.34,3.50416, 0.0
1.354,3.50265, 0.0
1.369,3.50102, 0.0
1.383,3.49555, 0.0
1.398,3.48854, 0.0
1.413,3.48669, 0.0
1.427,3.48572, 0.0
1.442,3.48467, 0.0
1.456,3.4837, 0.0
1.471,3.48265, 0.0
1.486,3.48161, 0.0
1.5,3.48063, 0.0
1.515,3.47958, 0.0
1.529,3.47861, 0.0
1.544,3.47709, 0.0
1.559,3.47546, 0.0
1.573,3.47394, 0.0
1.588,3.47231, 0.0
1.602,3.47086, 0.0
1.617,3.46983, 0.0
1.632,3.4688, 0.0
1.646,3.46784, 0.0
1.661,3.46681, 0.0
1.675,3.46584, 0.0
